movieId,title,genres,imdbId,tmdbId,rating,tag,new_genres,new_title,text,transformed_text
15,Cutthroat Island (1995),Action|Adventure|Romance,112760,1408.0,3.0,,Action Adventure Romance,Cutthroat Island  1995 ,Cutthroat Island  1995 Action Adventure Romance,cutthroat island 1995 action adventur romanc
16,Casino (1995),Crime|Drama,112641,524.0,3.926829268292683,Mafia,Crime Drama,Casino  1995 ,Casino  1995 Crime Drama,casino 1995 crime drama
17,Sense and Sensibility (1995),Drama|Romance,114388,4584.0,3.7761194029850746,Jane Austen,Drama Romance,Sense and Sensibility  1995 ,Sense and Sensibility  1995 Drama Romance,sens sensibl 1995 drama romanc
18,Four Rooms (1995),Comedy,113101,5.0,3.7,,Comedy,Four Rooms  1995 ,Four Rooms  1995 Comedy,four room 1995 comedi
19,Ace Ventura: When Nature Calls (1995),Comedy,112281,9273.0,2.727272727272727,,Comedy,Ace Ventura  When Nature Calls  1995 ,Ace Ventura  When Nature Calls  1995 Comedy,ace ventura natur call 1995 comedi
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,113845,11517.0,2.5,,Action Comedy Crime Drama Thriller,Money Train  1995 ,Money Train  1995 Action Comedy Crime Drama Thriller,money train 1995 action comedi crime drama thriller
21,Get Shorty (1995),Comedy|Crime|Thriller,113161,8012.0,3.49438202247191,Hollywood,Comedy Crime Thriller,Get Shorty  1995 ,Get Shorty  1995 Comedy Crime Thriller,get shorti 1995 comedi crime thriller
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,112722,1710.0,3.2222222222222223,serial killer,Crime Drama Horror Mystery Thriller,Copycat  1995 ,Copycat  1995 Crime Drama Horror Mystery Thriller,copycat 1995 crime drama horror mysteri thriller
23,Assassins (1995),Action|Crime|Thriller,112401,9691.0,3.125,,Action Crime Thriller,Assassins  1995 ,Assassins  1995 Action Crime Thriller,assassin 1995 action crime thriller
24,Powder (1995),Drama|Sci-Fi,114168,12665.0,3.125,,Drama Sci-Fi,Powder  1995 ,Powder  1995 Drama Sci-Fi,powder 1995 drama
25,Leaving Las Vegas (1995),Drama|Romance,113627,451.0,3.625,alcoholism,Drama Romance,Leaving Las Vegas  1995 ,Leaving Las Vegas  1995 Drama Romance,leav la vega 1995 drama romanc
26,Othello (1995),Drama,114057,16420.0,3.5,Shakespeare,Drama,Othello  1995 ,Othello  1995 Drama,othello 1995 drama
27,Now and Then (1995),Children|Drama,114011,9263.0,3.3333333333333335,,Children Drama,Now and Then  1995 ,Now and Then  1995 Children Drama,1995 children drama
28,Persuasion (1995),Drama|Romance,114117,17015.0,4.2272727272727275,"In Netflix queue,Jane Austen",Drama Romance,Persuasion  1995 ,Persuasion  1995 Drama Romance,persuas 1995 drama romanc
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,112682,902.0,4.0131578947368425,kidnapping,Adventure Drama Fantasy Mystery Sci-Fi,City of Lost Children  The  Cité des enfants perdus  La   1995 ,City of Lost Children  The  Cité des enfants perdus  La   1995 Adventure Drama Fantasy Mystery Sci-Fi,citi lost children cité de enfant perdu la 1995 adventur drama fantasi mysteri
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,115012,37557.0,3.0,,Crime Drama,Shanghai Triad  Yao a yao yao dao waipo qiao   1995 ,Shanghai Triad  Yao a yao yao dao waipo qiao   1995 Crime Drama,shanghai triad yao yao yao dao waipo qiao 1995 crime drama
31,Dangerous Minds (1995),Drama,112792,9909.0,3.1842105263157894,"high school,teacher",Drama,Dangerous Minds  1995 ,Dangerous Minds  1995 Drama,danger mind 1995 drama
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746,63.0,3.983050847457627,"time travel,time travel,Brad Pitt,Bruce Willis,mindfuck,Post apocalyptic,post-apocalyptic,remake,time travel,twist ending",Mystery Sci-Fi Thriller,Twelve Monkeys  aka  12 Monkeys   1995 ,Twelve Monkeys  aka  12 Monkeys   1995 Mystery Sci-Fi Thriller,twelv monkey aka 12 monkey 1995 mysteri thriller
34,Babe (1995),Children|Drama,112431,9598.0,3.65234375,"Animal movie,pigs,villain nonexistent or not needed for good story",Children Drama,Babe  1995 ,Babe  1995 Children Drama,babe 1995 children drama
36,Dead Man Walking (1995),Crime|Drama,112818,687.0,3.8358208955223883,"death penalty,Nun",Crime Drama,Dead Man Walking  1995 ,Dead Man Walking  1995 Crime Drama,dead man walk 1995 crime drama
38,It Takes Two (1995),Children|Comedy,113442,33689.0,2.125,twins,Children Comedy,It Takes Two  1995 ,It Takes Two  1995 Children Comedy,take two 1995 children comedi
39,Clueless (1995),Comedy|Romance,112697,9603.0,3.293269230769231,"chick flick,funny,Paul Rudd,quotable,seen more than once,Emma,Jane Austen",Comedy Romance,Clueless  1995 ,Clueless  1995 Comedy Romance,clueless 1995 comedi romanc
40,"Cry, the Beloved Country (1995)",Drama,112749,34615.0,4.25,"In Netflix queue,South Africa",Drama,Cry  the Beloved Country  1995 ,Cry  the Beloved Country  1995 Drama,cri belov countri 1995 drama
41,Richard III (1995),Drama|War,114279,31174.0,3.7,Shakespeare,Drama War,Richard III  1995 ,Richard III  1995 Drama War,richard iii 1995 drama war
42,Dead Presidents (1995),Action|Crime|Drama,112819,11443.0,3.0,,Action Crime Drama,Dead Presidents  1995 ,Dead Presidents  1995 Action Crime Drama,dead presid 1995 action crime drama
43,Restoration (1995),Drama,114272,35196.0,3.1875,England,Drama,Restoration  1995 ,Restoration  1995 Drama,restor 1995 drama
44,Mortal Kombat (1995),Action|Adventure|Fantasy,113855,9312.0,2.5434782608695654,,Action Adventure Fantasy,Mortal Kombat  1995 ,Mortal Kombat  1995 Action Adventure Fantasy,mortal kombat 1995 action adventur fantasi
45,To Die For (1995),Comedy|Drama|Thriller,114681,577.0,3.3125,Journalism,Comedy Drama Thriller,To Die For  1995 ,To Die For  1995 Comedy Drama Thriller,die 1995 comedi drama thriller
46,How to Make an American Quilt (1995),Drama|Romance,113347,11861.0,3.066666666666667,wedding,Drama Romance,How to Make an American Quilt  1995 ,How to Make an American Quilt  1995 Drama Romance,make american quilt 1995 drama romanc
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369,807.0,3.9753694581280787,"mystery,twist ending,serial killer",Mystery Thriller,Seven  aka  Se7en   1995 ,Seven  aka  Se7en   1995 Mystery Thriller,seven aka se7en 1995 mysteri thriller
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,114148,10530.0,3.1470588235294117,,Animation Children Drama Musical Romance,Pocahontas  1995 ,Pocahontas  1995 Animation Children Drama Musical Romance,pocahonta 1995 anim children drama music romanc
49,When Night Is Falling (1995),Drama|Romance,114916,8391.0,3.0,,Drama Romance,When Night Is Falling  1995 ,When Night Is Falling  1995 Drama Romance,night fall 1995 drama romanc
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,629.0,4.237745098039215,"mindfuck,suspense,thriller,tricky,twist ending,heist",Crime Mystery Thriller,Usual Suspects  The  1995 ,Usual Suspects  The  1995 Crime Mystery Thriller,usual suspect 1995 crime mysteri thriller
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819,11448.0,3.4642857142857144,"adoption,prostitution",Comedy Drama Romance,Mighty Aphrodite  1995 ,Mighty Aphrodite  1995 Comedy Drama Romance,mighti aphrodit 1995 comedi drama romanc
53,Lamerica (1994),Adventure|Drama,110299,49133.0,5.0,,Adventure Drama,Lamerica  1994 ,Lamerica  1994 Adventure Drama,lamerica 1994 adventur drama
54,"Big Green, The (1995)",Children|Comedy,112499,26441.0,2.3333333333333335,,Children Comedy,Big Green  The  1995 ,Big Green  The  1995 Children Comedy,big green 1995 children comedi
55,Georgia (1995),Drama,113158,97406.0,4.0,,Drama,Georgia  1995 ,Georgia  1995 Drama,georgia 1995 drama
57,Home for the Holidays (1995),Drama,113321,9089.0,3.0625,,Drama,Home for the Holidays  1995 ,Home for the Holidays  1995 Drama,home holiday 1995 drama
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877,11010.0,4.027027027027027,writing,Comedy Drama Romance,Postman  The  Postino  Il   1994 ,Postman  The  Postino  Il   1994 Comedy Drama Romance,postman postino il 1994 comedi drama romanc
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,113419,11359.0,3.235294117647059,,Adventure Children Fantasy,Indian in the Cupboard  The  1995 ,Indian in the Cupboard  The  1995 Adventure Children Fantasy,indian cupboard 1995 adventur children fantasi
61,Eye for an Eye (1996),Drama|Thriller,116260,17182.0,3.75,,Drama Thriller,Eye for an Eye  1996 ,Eye for an Eye  1996 Drama Thriller,eye eye 1996 drama thriller
62,Mr. Holland's Opus (1995),Drama,113862,2054.0,3.70625,music,Drama,Mr Holland s Opus  1995 ,Mr Holland s Opus  1995 Drama,mr holland opu 1995 drama
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,116126,10607.0,2.7142857142857144,,Comedy Crime,Do nt Be a Menace to South Central While Drinking Your Juice in the Hood  1996 ,Do nt Be a Menace to South Central While Drinking Your Juice in the Hood  1996 Comedy Crime,nt menac south central drink juic hood 1996 comedi crime
64,Two if by Sea (1996),Comedy|Romance,118002,19760.0,2.2,,Comedy Romance,Two if by Sea  1996 ,Two if by Sea  1996 Comedy Romance,two sea 1996 comedi romanc
65,Bio-Dome (1996),Comedy,115683,9536.0,2.532258064516129,,Comedy,BioDome  1996 ,BioDome  1996 Comedy,biodom 1996 comedi
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,116839,11525.0,2.5,,Action Sci-Fi Thriller,Lawnmower Man 2  Beyond Cyberspace  1996 ,Lawnmower Man 2  Beyond Cyberspace  1996 Action Sci-Fi Thriller,lawnmow man 2 beyond cyberspac 1996 action thriller
68,French Twist (Gazon maudit) (1995),Comedy|Romance,113149,4482.0,3.4,,Comedy Romance,French Twist  Gazon maudit   1995 ,French Twist  Gazon maudit   1995 Comedy Romance,french twist gazon maudit 1995 comedi romanc
69,Friday (1995),Comedy,113118,10634.0,3.775,,Comedy,Friday  1995 ,Friday  1995 Comedy,friday 1995 comedi
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,116367,755.0,3.5090909090909093,,Action Comedy Horror Thriller,From Dusk Till Dawn  1996 ,From Dusk Till Dawn  1996 Action Comedy Horror Thriller,dusk till dawn 1996 action comedi horror thriller
71,Fair Game (1995),Action,113010,11859.0,1.7,,Action,Fair Game  1995 ,Fair Game  1995 Action,fair game 1995 action
72,Kicking and Screaming (1995),Comedy|Drama,113537,28387.0,3.2142857142857144,,Comedy Drama,Kicking and Screaming  1995 ,Kicking and Screaming  1995 Comedy Drama,kick scream 1995 comedi drama
73,"Misérables, Les (1995)",Drama|War,113828,48750.0,3.4615384615384617,,Drama War,Misérables  Les  1995 ,Misérables  Les  1995 Drama War,misérabl le 1995 drama war
74,Bed of Roses (1996),Drama|Romance,115644,20927.0,4.0,,Drama Romance,Bed of Roses  1996 ,Bed of Roses  1996 Drama Romance,bed rose 1996 drama romanc
75,Big Bully (1996),Comedy|Drama,115676,36929.0,2.2,,Comedy Drama,Big Bully  1996 ,Big Bully  1996 Comedy Drama,big bulli 1996 comedi drama
76,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102.0,3.4,,Action Sci-Fi Thriller,Screamers  1995 ,Screamers  1995 Action Sci-Fi Thriller,screamer 1995 action thriller
77,Nico Icon (1995),Documentary,113973,124626.0,4.0,,Documentary,Nico Icon  1995 ,Nico Icon  1995 Documentary,nico icon 1995 documentari
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526.0,3.3333333333333335,,Action Crime Drama Thriller,Crossing Guard  The  1995 ,Crossing Guard  The  1995 Action Crime Drama Thriller,cross guard 1995 action crime drama thriller
79,"Juror, The (1996)",Drama|Thriller,116731,9623.0,2.764705882352941,,Drama Thriller,Juror  The  1996 ,Juror  The  1996 Drama Thriller,juror 1996 drama thriller
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,46785.0,4.0,,Children Drama,White Balloon  The  Badkonake sefid   1995 ,White Balloon  The  Badkonake sefid   1995 Children Drama,white balloon badkonak sefid 1995 children drama
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400.0,3.107142857142857,,Crime Drama Romance,Things to Do in Denver When You re Dead  1995 ,Things to Do in Denver When You re Dead  1995 Crime Drama Romance,thing denver dead 1995 crime drama romanc
82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,880.0,3.875,,Comedy Drama,Antonia s Line  Antonia   1995 ,Antonia s Line  Antonia   1995 Comedy Drama,antonia line antonia 1995 comedi drama
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,3.0,,Drama Romance,Once Upon a Time  When We Were Colored  1995 ,Once Upon a Time  When We Were Colored  1995 Drama Romance,upon time color 1995 drama romanc
85,Angels and Insects (1995),Drama|Romance,112365,8447.0,3.857142857142857,,Drama Romance,Angels and Insects  1995 ,Angels and Insects  1995 Drama Romance,angel insect 1995 drama romanc
86,White Squall (1996),Action|Adventure|Drama,118158,10534.0,3.966666666666667,,Action Adventure Drama,White Squall  1996 ,White Squall  1996 Action Adventure Drama,white squall 1996 action adventur drama
87,Dunston Checks In (1996),Children|Comedy,116151,17414.0,2.5,,Children Comedy,Dunston Checks In  1996 ,Dunston Checks In  1996 Children Comedy,dunston check 1996 children comedi
88,Black Sheep (1996),Comedy,115697,13997.0,3.15625,,Comedy,Black Sheep  1996 ,Black Sheep  1996 Comedy,black sheep 1996 comedi
89,Nick of Time (1995),Action|Thriller,113972,2086.0,3.25,,Action Thriller,Nick of Time  1995 ,Nick of Time  1995 Action Thriller,nick time 1995 action thriller
92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,2.625,Jekyll and Hyde,Drama Horror Thriller,Mary Reilly  1996 ,Mary Reilly  1996 Drama Horror Thriller,mari reilli 1996 drama horror thriller
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,2.8333333333333335,,Comedy Horror Romance,Vampire in Brooklyn  1995 ,Vampire in Brooklyn  1995 Comedy Horror Romance,vampir brooklyn 1995 comedi horror romanc
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,3.95,,Comedy Drama Romance,Beautiful Girls  1996 ,Beautiful Girls  1996 Comedy Drama Romance,beauti girl 1996 comedi drama romanc
95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,3.0238095238095237,,Action Adventure Thriller,Broken Arrow  1996 ,Broken Arrow  1996 Action Adventure Thriller,broken arrow 1996 action adventur thriller
96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,3.5,theater,Comedy Drama,In the Bleak Midwinter  1995 ,In the Bleak Midwinter  1995 Comedy Drama,bleak midwint 1995 comedi drama
97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,3.9,,Crime Drama,Hate  Haine  La   1995 ,Hate  Haine  La   1995 Crime Drama,hate hain la 1995 crime drama
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,5.0,,Documentary,Heidi Fleiss  Hollywood Madam  1995 ,Heidi Fleiss  Hollywood Madam  1995 Documentary,heidi fleiss hollywood madam 1995 documentari
100,City Hall (1996),Drama|Thriller,115907,11062.0,2.7857142857142856,,Drama Thriller,City Hall  1996 ,City Hall  1996 Drama Thriller,citi hall 1996 drama thriller
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,3.782608695652174,"crime,off-beat comedy,quirky",Adventure Comedy Crime Romance,Bottle Rocket  1996 ,Bottle Rocket  1996 Adventure Comedy Crime Romance,bottl rocket 1996 adventur comedi crime romanc
102,Mr. Wrong (1996),Comedy,117102,47475.0,2.4,,Comedy,Mr Wrong  1996 ,Mr Wrong  1996 Comedy,mr wrong 1996 comedi
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,3.0,,Mystery Sci-Fi Thriller,Unforgettable  1996 ,Unforgettable  1996 Mystery Sci-Fi Thriller,unforgett 1996 mysteri thriller
104,Happy Gilmore (1996),Comedy,116483,9614.0,3.4393939393939394,"test tag,golf,Adam Sandler",Comedy,Happy Gilmore  1996 ,Happy Gilmore  1996 Comedy,happi gilmor 1996 comedi
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,3.282608695652174,,Drama Romance,Bridges of Madison County  The  1995 ,Bridges of Madison County  The  1995 Drama Romance,bridg madison counti 1995 drama romanc
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907.0,4.0,,Comedy Drama,Nobody Loves Me  Keiner liebt mich   1994 ,Nobody Loves Me  Keiner liebt mich   1994 Comedy Drama,nobodi love keiner liebt mich 1994 comedi drama
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,3.326923076923077,muppets,Adventure Children Comedy Musical,Muppet Treasure Island  1996 ,Muppet Treasure Island  1996 Adventure Children Comedy Musical,muppet treasur island 1996 adventur children comedi music
108,Catwalk (1996),Documentary,112646,89333.0,4.0,,Documentary,Catwalk  1996 ,Catwalk  1996 Documentary,catwalk 1996 documentari
110,Braveheart (1995),Action|Drama|War,112573,197.0,4.031645569620253,"beautiful scenery,epic,historical,inspirational,Medieval,mel gibson,Oscar (Best Cinematography),revenge,sword fight,Scotland",Action Drama War,Braveheart  1995 ,Braveheart  1995 Action Drama War,braveheart 1995 action drama war
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,4.105769230769231,assassination,Crime Drama Thriller,Taxi Driver  1976 ,Taxi Driver  1976 Crime Drama Thriller,taxi driver 1976 crime drama thriller
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542.0,3.5434782608695654,,Action Adventure Comedy Crime,Rumble in the Bronx  Hont faan kui   1995 ,Rumble in the Bronx  Hont faan kui   1995 Action Adventure Comedy Crime,rumbl bronx hont faan kui 1995 action adventur comedi crime
113,Before and After (1996),Drama|Mystery,115645,43566.0,3.3333333333333335,,Drama Mystery,Before and After  1996 ,Before and After  1996 Drama Mystery,1996 drama mysteri
116,Anne Frank Remembered (1995),Documentary,112373,51352.0,3.9,Holocaust,Documentary,Anne Frank Remembered  1995 ,Anne Frank Remembered  1995 Documentary,ann frank rememb 1995 documentari
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,3.0,,Crime Drama,Young Poisoner s Handbook  The  1995 ,Young Poisoner s Handbook  The  1995 Crime Drama,young poison handbook 1995 crime drama
118,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,2.5,,Comedy Romance,If Lucy Fell  1996 ,If Lucy Fell  1996 Comedy Romance,luci fell 1996 comedi romanc
119,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,3.0,,Comedy,Steal Big  Steal Little  1995 ,Steal Big  Steal Little  1995 Comedy,steal big steal littl 1995 comedi
121,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,4.0,,Drama,Boys of St Vincent  The  1992 ,Boys of St Vincent  The  1992 Drama,boy st vincent 1992 drama
122,Boomerang (1992),Comedy|Romance,103859,11066.0,2.65625,dating,Comedy Romance,Boomerang  1992 ,Boomerang  1992 Comedy Romance,boomerang 1992 comedi romanc
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104.0,4.375,,Drama Mystery Romance,Chungking Express  Chung Hing sam lam   1994 ,Chungking Express  Chung Hing sam lam   1994 Drama Mystery Romance,chungk express chung hing sam lam 1994 drama mysteri romanc
125,Flirting With Disaster (1996),Comedy,116324,2074.0,3.5833333333333335,,Comedy,Flirting With Disaster  1996 ,Flirting With Disaster  1996 Comedy,flirt disast 1996 comedi
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,2.0,,Adventure Children Fantasy,NeverEnding Story III  The  1994 ,NeverEnding Story III  The  1994 Adventure Children Fantasy,neverend stori iii 1994 adventur children fantasi
128,Jupiter's Wife (1994),Documentary,110217,290157.0,3.0,,Documentary,Jupiter s Wife  1994 ,Jupiter s Wife  1994 Documentary,jupit wife 1994 documentari
129,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,2.0,,Comedy Romance,Pie in the Sky  1996 ,Pie in the Sky  1996 Comedy Romance,pie sky 1996 comedi romanc
132,Jade (1995),Thriller,113451,11863.0,2.8333333333333335,,Thriller,Jade  1995 ,Jade  1995 Thriller,jade 1995 thriller
135,Down Periscope (1996),Comedy,116130,9101.0,2.9516129032258065,,Comedy,Down Periscope  1996 ,Down Periscope  1996 Comedy,periscop 1996 comedi
137,Man of the Year (1995),Documentary,113756,5757.0,3.0,,Documentary,Man of the Year  1995 ,Man of the Year  1995 Documentary,man year 1995 documentari
140,Up Close and Personal (1996),Drama|Romance,118055,9302.0,3.5,journalism,Drama Romance,Up Close and Personal  1996 ,Up Close and Personal  1996 Drama Romance,close person 1996 drama romanc
141,"Birdcage, The (1996)",Comedy,115685,11000.0,3.494186046511628,,Comedy,Birdcage  The  1996 ,Birdcage  The  1996 Comedy,birdcag 1996 comedi
144,"Brothers McMullen, The (1995)",Comedy,112585,16388.0,3.3333333333333335,,Comedy,Brothers McMullen  The  1995 ,Brothers McMullen  The  1995 Comedy,brother mcmullen 1995 comedi
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737.0,3.2450980392156863,,Action Comedy Crime Drama Thriller,Bad Boys  1995 ,Bad Boys  1995 Action Comedy Crime Drama Thriller,bad boy 1995 action comedi crime drama thriller
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765.0,3.3333333333333335,,Adventure Children,Amazing Panda Adventure  The  1995 ,Amazing Panda Adventure  The  1995 Adventure Children,amaz panda adventur 1995 adventur children
147,"Basketball Diaries, The (1995)",Drama,112461,10474.0,3.466666666666667,"addiction,heroin,Leonardo DiCaprio,Mark Wahlberg",Drama,Basketball Diaries  The  1995 ,Basketball Diaries  The  1995 Drama,basketbal diari 1995 drama
148,"Awfully Big Adventure, An (1995)",Drama,112427,22279.0,5.0,,Drama,Awfully Big Adventure  An  1995 ,Awfully Big Adventure  An  1995 Drama,aw big adventur 1995 drama
149,Amateur (1994),Crime|Drama|Thriller,109093,30157.0,2.0,,Crime Drama Thriller,Amateur  1994 ,Amateur  1994 Crime Drama Thriller,amateur 1994 crime drama thriller
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568.0,3.845771144278607,"moon,NASA,space",Adventure Drama IMAX,Apollo 13  1995 ,Apollo 13  1995 Adventure Drama IMAX,apollo 13 1995 adventur drama imax
151,Rob Roy (1995),Action|Drama|Romance|War,114287,11780.0,3.5454545454545454,,Action Drama Romance War,Rob Roy  1995 ,Rob Roy  1995 Action Drama Romance War,rob roy 1995 action drama romanc war
152,"Addiction, The (1995)",Drama|Horror,112288,34996.0,1.5,,Drama Horror,Addiction  The  1995 ,Addiction  The  1995 Drama Horror,addict 1995 drama horror
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414.0,2.9160583941605838,"superhero,superhero",Action Adventure Comedy Crime,Batman Forever  1995 ,Batman Forever  1995 Action Adventure Comedy Crime,batman forev 1995 action adventur comedi crime
154,Beauty of the Day (Belle de jour) (1967),Drama,61395,649.0,3.875,,Drama,Beauty of the Day  Belle de jour   1967 ,Beauty of the Day  Belle de jour   1967 Drama,beauti day bell de jour 1967 drama
155,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873.0,2.4166666666666665,,Adventure Drama War,Beyond Rangoon  1995 ,Beyond Rangoon  1995 Adventure Drama War,beyond rangoon 1995 adventur drama war
156,Blue in the Face (1995),Comedy|Drama,112541,5894.0,3.3333333333333335,,Comedy Drama,Blue in the Face  1995 ,Blue in the Face  1995 Comedy Drama,blue face 1995 comedi drama
157,Canadian Bacon (1995),Comedy|War,109370,1775.0,2.8636363636363638,,Comedy War,Canadian Bacon  1995 ,Canadian Bacon  1995 Comedy War,canadian bacon 1995 comedi war
158,Casper (1995),Adventure|Children,112642,8839.0,2.806451612903226,,Adventure Children,Casper  1995 ,Casper  1995 Adventure Children,casper 1995 adventur children
159,Clockers (1995),Crime|Drama|Mystery,112688,20649.0,2.892857142857143,,Crime Drama Mystery,Clockers  1995 ,Clockers  1995 Crime Drama Mystery,clocker 1995 crime drama mysteri
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329.0,2.8771929824561404,Michael Crichton,Action Adventure Mystery Sci-Fi,Congo  1995 ,Congo  1995 Action Adventure Mystery Sci-Fi,congo 1995 action adventur mysteri
161,Crimson Tide (1995),Drama|Thriller|War,112740,8963.0,3.6359223300970873,submarine,Drama Thriller War,Crimson Tide  1995 ,Crimson Tide  1995 Drama Thriller War,crimson tide 1995 drama thriller war
